classe,objeto,arquivo,data,hora,casa,fundo,dia,FileName,FileSize,Model,DateTimeOriginal,ImageSize,FocalLength,ShutterSpeed,Aperture,ISO
colher,colherB,colherB11.jpg,19/04/2021,23:22,0,azul,0,colherB11.jpg,1959 kB,iPhone 8,2021:04:19 23:22:31,4032x3024,4.0 mm,1/4,1.8,100
colher,colherB,colherB12.jpg,19/04/2021,23:22,0,azul,0,colherB12.jpg,2.1 MB,iPhone 8,2021:04:19 23:22:33,4032x3024,4.0 mm,1/4,1.8,100
colher,colherB,colherB13.jpg,19/04/2021,23:25,0,branco,0,colherB13.jpg,1152 kB,iPhone 8,2021:04:19 23:25:47,3024x4032,4.0 mm,1/16,1.8,80
colher,colherB,colherB14.jpg,19/04/2021,23:25,0,branco,0,colherB14.jpg,1477 kB,iPhone 8,2021:04:19 23:25:48,3024x4032,4.0 mm,1/16,1.8,80
colher,colherB,colherB15.jpg,19/04/2021,23:25,0,branco,0,colherB15.jpg,1409 kB,iPhone 8,2021:04:19 23:25:50,3024x4032,4.0 mm,1/16,1.8,80
colher,colherB,colherB16.jpg,19/04/2021,23:31,0,preto,0,colherB16.jpg,2.3 MB,iPhone 8,2021:04:19 23:31:59,4032x3024,4.0 mm,1/4,1.8,125
colher,colherB,colherB17.jpg,19/04/2021,23:31,0,preto,0,colherB17.jpg,1868 kB,iPhone 8,2021:04:19 23:32:01,4032x3024,4.0 mm,1/4,1.8,125
colher,colherB,colherB18.jpg,19/04/2021,23:32,0,preto,0,colherB18.jpg,1640 kB,iPhone 8,2021:04:19 23:32:10,4032x3024,4.0 mm,1/4,1.8,100
colher,colherB,colherB19.jpg,20/04/2021,09:55,1,azul,1,colherB19.jpg,4.8 MB,iPhone 8,2021:04:20 09:55:50,4032x3024,4.0 mm,1/34,1.8,25
colher,colherB,colherB2.jpg,19/04/2021,23:02,1,azul,0,colherB2.jpg,3.2 MB,iPhone 8,2021:04:19 23:02:28,4032x3024,4.0 mm,1/15,1.8,64
colher,colherB,colherB20.jpg,20/04/2021,09:55,1,azul,1,colherB20.jpg,4.5 MB,iPhone 8,2021:04:20 09:55:54,4032x3024,4.0 mm,1/40,1.8,32
colher,colherB,colherB21.jpg,20/04/2021,09:55,1,azul,1,colherB21.jpg,3.9 MB,iPhone 8,2021:04:20 09:55:59,4032x3024,4.0 mm,1/40,1.8,25
colher,colherB,colherB22.jpg,20/04/2021,09:59,1,branco,1,colherB22.jpg,2.5 MB,iPhone 8,2021:04:20 09:59:30,4032x3024,4.0 mm,1/120,1.8,25
colher,colherB,colherB23.jpg,20/04/2021,09:59,1,branco,1,colherB23.jpg,2.2 MB,iPhone 8,2021:04:20 09:59:33,4032x3024,4.0 mm,1/120,1.8,25
colher,colherB,colherB24.jpg,20/04/2021,09:59,1,branco,1,colherB24.jpg,2.5 MB,iPhone 8,2021:04:20 09:59:39,4032x3024,4.0 mm,1/120,1.8,20
colher,colherB,colherB25.jpg,20/04/2021,10:03,1,preto,1,colherB25.jpg,4.1 MB,iPhone 8,2021:04:20 10:03:23,4032x3024,4.0 mm,1/15,1.8,40
colher,colherB,colherB26.jpg,20/04/2021,10:03,1,preto,1,colherB26.jpg,4.1 MB,iPhone 8,2021:04:20 10:03:28,4032x3024,4.0 mm,1/15,1.8,40
colher,colherB,colherB27.jpg,20/04/2021,10:03,1,preto,1,colherB27.jpg,3.5 MB,iPhone 8,2021:04:20 10:03:32,4032x3024,4.0 mm,1/17,1.8,40
colher,colherB,colherB28.jpg,20/04/2021,10:12,0,azul,1,colherB28.jpg,4.0 MB,iPhone 8,2021:04:20 10:12:40,4032x3024,4.0 mm,1/120,1.8,40
colher,colherB,colherB29.jpg,20/04/2021,10:12,0,azul,1,colherB29.jpg,4.2 MB,iPhone 8,2021:04:20 10:12:45,4032x3024,4.0 mm,1/120,1.8,40
colher,colherB,colherB3.jpg,19/04/2021,23:02,1,azul,0,colherB3.jpg,3.1 MB,iPhone 8,2021:04:19 23:02:31,4032x3024,4.0 mm,1/15,1.8,64
colher,colherB,colherB30.jpg,20/04/2021,10:12,0,azul,1,colherB30.jpg,4.5 MB,iPhone 8,2021:04:20 10:12:51,4032x3024,4.0 mm,1/120,1.8,32
colher,colherB,colherB31.jpg,20/04/2021,10:16,0,branco,1,colherB31.jpg,2.6 MB,iPhone 8,2021:04:20 10:16:37,4032x3024,4.0 mm,1/195,1.8,20
colher,colherB,colherB32.jpg,20/04/2021,10:16,0,branco,1,colherB32.jpg,2.4 MB,iPhone 8,2021:04:20 10:16:41,4032x3024,4.0 mm,1/209,1.8,20
colher,colherB,colherB33.jpg,20/04/2021,10:16,0,branco,1,colherB33.jpg,2.7 MB,iPhone 8,2021:04:20 10:16:47,4032x3024,4.0 mm,1/214,1.8,20
colher,colherB,colherB34.jpg,20/04/2021,10:20,0,preto,1,colherB34.jpg,3.5 MB,iPhone 8,2021:04:20 10:20:40,3024x4032,4.0 mm,1/30,1.8,32
colher,colherB,colherB35.jpg,20/04/2021,10:20,0,preto,1,colherB35.jpg,3.4 MB,iPhone 8,2021:04:20 10:20:45,3024x4032,4.0 mm,1/30,1.8,25
colher,colherB,colherB36.jpg,20/04/2021,10:20,0,preto,1,colherB36.jpg,3.9 MB,iPhone 8,2021:04:20 10:20:51,3024x4032,4.0 mm,1/30,1.8,25
colher,colherB,colherB4.jpg,19/04/2021,23:09,1,branco,0,colherB4.jpg,1044 kB,iPhone 8,2021:04:19 23:09:40,4032x3024,4.0 mm,1/30,1.8,25
colher,colherB,colherB5.jpg,19/04/2021,23:09,1,branco,0,colherB5.jpg,1237 kB,iPhone 8,2021:04:19 23:09:43,4032x3024,4.0 mm,1/30,1.8,25
colher,colherB,colherB6.jpg,19/04/2021,23:09,1,branco,0,colherB6.jpg,1396 kB,iPhone 8,2021:04:19 23:09:49,4032x3024,4.0 mm,1/30,1.8,25
colher,colherB,colherB7.jpg,20/04/2021,00:06,1,preto,0,colherB7.jpg,2.5 MB,iPhone 8,2021:04:20 00:06:11,4032x3024,4.0 mm,1/13,1.8,100
colher,colherB,colherB8.jpg,20/04/2021,00:06,1,preto,0,colherB8.jpg,2032 kB,iPhone 8,2021:04:20 00:06:16,4032x3024,4.0 mm,1/11,1.8,100
colher,colherB,colherB9.jpg,20/04/2021,00:06,1,preto,0,colherB9.jpg,2.1 MB,iPhone 8,2021:04:20 00:06:23,4032x3024,4.0 mm,1/8,1.8,100
colher,colherC,colherC1.jpg,19/04/2021,23:02,1,azul,0,colherC1.jpg,2.9 MB,iPhone 8,2021:04:19 23:02:41,4032x3024,4.0 mm,1/15,1.8,50
colher,colherC,colherC10.jpg,19/04/2021,23:22,0,azul,0,colherC10.jpg,2.1 MB,iPhone 8,2021:04:19 23:22:40,4032x3024,4.0 mm,1/4,1.8,100
colher,colherC,colherC11.jpg,19/04/2021,23:22,0,azul,0,colherC11.jpg,2.1 MB,iPhone 8,2021:04:19 23:22:43,4032x3024,4.0 mm,1/4,1.8,100
colher,colherC,colherC12.jpg,19/04/2021,23:22,0,azul,0,colherC12.jpg,1732 kB,iPhone 8,2021:04:19 23:22:46,4032x3024,4.0 mm,1/4,1.8,100
colher,colherC,colherC13.jpg,19/04/2021,23:26,0,branco,0,colherC13.jpg,974 kB,iPhone 8,2021:04:19 23:26:00,3024x4032,4.0 mm,1/16,1.8,80
colher,colherC,colherC14.jpg,19/04/2021,23:26,0,branco,0,colherC14.jpg,871 kB,iPhone 8,2021:04:19 23:26:03,3024x4032,4.0 mm,1/16,1.8,80
colher,colherC,colherC15.jpg,19/04/2021,23:26,0,branco,0,colherC15.jpg,1333 kB,iPhone 8,2021:04:19 23:26:06,3024x4032,4.0 mm,1/16,1.8,80
colher,colherC,colherC16.jpg,19/04/2021,23:33,0,preto,0,colherC16.jpg,1411 kB,iPhone 8,2021:04:19 23:33:53,4032x3024,4.0 mm,1/4,1.8,100
colher,colherC,colherC17.jpg,19/04/2021,23:34,0,preto,0,colherC17.jpg,1963 kB,iPhone 8,2021:04:19 23:34:05,4032x3024,4.0 mm,1/4,1.8,100
colher,colherC,colherC18.jpg,19/04/2021,23:34,0,preto,0,colherC18.jpg,1626 kB,iPhone 8,2021:04:19 23:34:16,4032x3024,4.0 mm,1/4,1.8,100
colher,colherC,colherC19.jpg,20/04/2021,09:56,1,azul,1,colherC19.jpg,4.4 MB,iPhone 8,2021:04:20 09:56:09,4032x3024,4.0 mm,1/40,1.8,25
colher,colherC,colherC2.jpg,19/04/2021,23:02,1,azul,0,colherC2.jpg,2.6 MB,iPhone 8,2021:04:19 23:02:46,4032x3024,4.0 mm,1/15,1.8,50
colher,colherC,colherC20.jpg,20/04/2021,09:56,1,azul,1,colherC20.jpg,4.5 MB,iPhone 8,2021:04:20 09:56:16,4032x3024,4.0 mm,1/34,1.8,25
colher,colherC,colherC21.jpg,20/04/2021,09:56,1,azul,1,colherC21.jpg,4.2 MB,iPhone 8,2021:04:20 09:56:21,4032x3024,4.0 mm,1/48,1.8,32
colher,colherC,colherC22.jpg,20/04/2021,09:59,1,branco,1,colherC22.jpg,2.4 MB,iPhone 8,2021:04:20 09:59:48,4032x3024,4.0 mm,1/120,1.8,25
colher,colherC,colherC23.jpg,20/04/2021,09:59,1,branco,1,colherC23.jpg,2.7 MB,iPhone 8,2021:04:20 09:59:54,4032x3024,4.0 mm,1/120,1.8,25
colher,colherC,colherC24.jpg,20/04/2021,10:00,1,branco,1,colherC24.jpg,2.6 MB,iPhone 8,2021:04:20 10:00:00,4032x3024,4.0 mm,1/120,1.8,25
colher,colherC,colherC25.jpg,20/04/2021,10:03,1,preto,1,colherC25.jpg,3.7 MB,iPhone 8,2021:04:20 10:03:45,4032x3024,4.0 mm,1/15,1.8,40
colher,colherC,colherC26.jpg,20/04/2021,10:03,1,preto,1,colherC26.jpg,3.0 MB,iPhone 8,2021:04:20 10:03:49,4032x3024,4.0 mm,1/15,1.8,40
colher,colherC,colherC27.jpg,20/04/2021,10:03,1,preto,1,colherC27.jpg,3.5 MB,iPhone 8,2021:04:20 10:03:55,4032x3024,4.0 mm,1/15,1.8,40
colher,colherC,colherC28.jpg,20/04/2021,10:12,0,azul,1,colherC28.jpg,4.4 MB,iPhone 8,2021:04:20 10:12:58,4032x3024,4.0 mm,1/120,1.8,40
colher,colherC,colherC29.jpg,20/04/2021,10:13,0,azul,1,colherC29.jpg,4.0 MB,iPhone 8,2021:04:20 10:13:24,4032x3024,4.0 mm,1/120,1.8,50
colher,colherC,colherC3.jpg,19/04/2021,23:02,1,azul,0,colherC3.jpg,2.7 MB,iPhone 8,2021:04:19 23:02:54,4032x3024,4.0 mm,1/15,1.8,50
colher,colherC,colherC30.jpg,20/04/2021,10:13,0,azul,1,colherC30.jpg,4.1 MB,iPhone 8,2021:04:20 10:13:31,4032x3024,4.0 mm,1/120,1.8,50
colher,colherC,colherC31.jpg,20/04/2021,10:16,0,branco,1,colherC31.jpg,2.4 MB,iPhone 8,2021:04:20 10:16:56,4032x3024,4.0 mm,1/223,1.8,20
colher,colherC,colherC32.jpg,20/04/2021,10:17,0,branco,1,colherC32.jpg,2.5 MB,iPhone 8,2021:04:20 10:17:02,4032x3024,4.0 mm,1/203,1.8,20
colher,colherC,colherC33.jpg,20/04/2021,10:17,0,branco,1,colherC33.jpg,2.6 MB,iPhone 8,2021:04:20 10:17:06,4032x3024,4.0 mm,1/213,1.8,20
colher,colherC,colherC34.jpg,20/04/2021,10:21,0,preto,1,colherC34.jpg,3.3 MB,iPhone 8,2021:04:20 10:21:01,3024x4032,4.0 mm,1/30,1.8,25
colher,colherC,colherC35.jpg,20/04/2021,10:21,0,preto,1,colherC35.jpg,3.4 MB,iPhone 8,2021:04:20 10:21:08,3024x4032,4.0 mm,1/30,1.8,25
colher,colherC,colherC36.jpg,20/04/2021,10:21,0,preto,1,colherC36.jpg,3.9 MB,iPhone 8,2021:04:20 10:21:31,4032x3024,4.0 mm,1/30,1.8,25
colher,colherC,colherC4.jpg,19/04/2021,23:10,1,branco,0,colherC4.jpg,1234 kB,iPhone 8,2021:04:19 23:10:15,4032x3024,4.0 mm,1/30,1.8,32
colher,colherC,colherC5.jpg,19/04/2021,23:10,1,branco,0,colherC5.jpg,1443 kB,iPhone 8,2021:04:19 23:10:17,4032x3024,4.0 mm,1/30,1.8,32
colher,colherC,colherC6.jpg,19/04/2021,23:10,1,branco,0,colherC6.jpg,1213 kB,iPhone 8,2021:04:19 23:10:19,4032x3024,4.0 mm,1/30,1.8,32
colher,colherC,colherC7.jpg,20/04/2021,00:06,1,preto,0,colherC7.jpg,2.5 MB,iPhone 8,2021:04:20 00:06:34,4032x3024,4.0 mm,1/15,1.8,100
colher,colherC,colherC8.jpg,20/04/2021,00:07,1,preto,0,colherC8.jpg,2.1 MB,iPhone 8,2021:04:20 00:07:20,3024x4032,4.0 mm,1/12,1.8,100
colher,colherC,colherC9.jpg,20/04/2021,00:07,1,preto,0,colherC9.jpg,2.4 MB,iPhone 8,2021:04:20 00:07:47,4032x3024,4.0 mm,1/14,1.8,100
garfo,garfoA,garfoA1.jpg,17/04,12:00,1,azul,1,garfoA1.jpg,4.4 MB,SM-G9600,2021:04:17 11:59:12,4032x2268,4.3 mm,1/35,1.5,250
garfo,garfoA,garfoA10.jpg,17/04,12:40,0,azul,1,garfoA10.jpg,5.5 MB,SM-G9600,2021:04:17 12:39:08,4032x2268,4.3 mm,1/376,2.4,50
garfo,garfoA,garfoA11.jpg,17/04,12:40,0,azul,1,garfoA11.jpg,5.7 MB,SM-G9600,2021:04:17 12:39:09,4032x2268,4.3 mm,1/376,2.4,50
garfo,garfoA,garfoA12.jpg,17/04,12:40,0,azul,1,garfoA12.jpg,5.6 MB,SM-G9600,2021:04:17 12:39:10,4032x2268,4.3 mm,1/376,2.4,50
garfo,garfoA,garfoA13.jpg,17/04,12:48,0,branco,1,garfoA13.jpg,3.2 MB,SM-G9600,2021:04:17 12:48:06,4032x2268,4.3 mm,1/1761,2.4,50
garfo,garfoA,garfoA14.jpg,17/04,12:48,0,branco,1,garfoA14.jpg,3.4 MB,SM-G9600,2021:04:17 12:48:07,4032x2268,4.3 mm,1/1761,2.4,50
garfo,garfoA,garfoA15.jpg,17/04,12:48,0,branco,1,garfoA15.jpg,3.2 MB,SM-G9600,2021:04:17 12:48:07,4032x2268,4.3 mm,1/1761,2.4,50
garfo,garfoA,garfoA16.jpg,17/04,12:57,0,preto,1,garfoA16.jpg,5.2 MB,SM-G9600,2021:04:17 12:56:13,4032x2268,4.3 mm,1/610,2.4,50
garfo,garfoA,garfoA17.jpg,17/04,12:57,0,preto,1,garfoA17.jpg,5.4 MB,SM-G9600,2021:04:17 12:56:13,4032x2268,4.3 mm,1/602,2.4,50
garfo,garfoA,garfoA18.jpg,17/04,12:57,0,preto,1,garfoA18.jpg,5.2 MB,SM-G9600,2021:04:17 12:56:14,4032x2268,4.3 mm,1/640,2.4,50
garfo,garfoA,garfoA19.jpg,18/04,18:07,1,azul,0,garfoA19.jpg,2.5 MB,SM-G9600,2021:04:18 18:08:43,4032x2268,4.3 mm,1/17,1.5,250
garfo,garfoA,garfoA2.jpg,17/04,12:00,1,azul,1,garfoA2.jpg,4.0 MB,SM-G9600,2021:04:17 11:59:10,4032x2268,4.3 mm,1/35,1.5,250
garfo,garfoA,garfoA20.jpg,18/04,18:09,1,azul,0,garfoA20.jpg,2.7 MB,SM-G9600,2021:04:18 18:08:45,4032x2268,4.3 mm,1/17,1.5,250
garfo,garfoA,garfoA21.jpg,18/04,18:09,1,azul,0,garfoA21.jpg,2.7 MB,SM-G9600,2021:04:18 18:08:47,4032x2268,4.3 mm,1/17,1.5,250
garfo,garfoA,garfoA22.jpg,18/04,18:19,1,branco,0,garfoA22.jpg,2.4 MB,SM-G9600,2021:04:18 18:18:47,4032x2268,4.3 mm,1/40,1.5,250
garfo,garfoA,garfoA23.jpg,18/04,18:19,1,branco,0,garfoA23.jpg,2.4 MB,SM-G9600,2021:04:18 18:18:50,4032x2268,4.3 mm,1/40,1.5,250
garfo,garfoA,garfoA24.jpg,18/04,18:19,1,branco,0,garfoA24.jpg,2.5 MB,SM-G9600,2021:04:18 18:18:51,4032x2268,4.3 mm,1/40,1.5,250
garfo,garfoA,garfoA25.jpg,18/04,18:25,1,preto,0,garfoA25.jpg,2.4 MB,SM-G9600,2021:04:18 18:24:24,4032x2268,4.3 mm,1/15,1.5,250
garfo,garfoA,garfoA26.jpg,18/04,18:25,1,preto,0,garfoA26.jpg,2.1 MB,SM-G9600,2021:04:18 18:24:27,4032x2268,4.3 mm,1/15,1.5,250
garfo,garfoA,garfoA27.jpg,18/04,18:25,1,preto,0,garfoA27.jpg,2.3 MB,SM-G9600,2021:04:18 18:24:29,4032x2268,4.3 mm,1/15,1.5,250
garfo,garfoA,garfoA28.jpg,18/04,18:41,0,azul,0,garfoA28.jpg,3.9 MB,SM-G9600,2021:04:18 18:39:53,4032x2268,4.3 mm,1/10,1.5,640
garfo,garfoA,garfoA29.jpg,18/04,18:41,0,azul,0,garfoA29.jpg,3.8 MB,SM-G9600,2021:04:18 18:39:55,4032x2268,4.3 mm,1/10,1.5,640
garfo,garfoA,garfoA3.jpg,17/04,12:00,1,azul,1,garfoA3.jpg,4.3 MB,SM-G9600,2021:04:17 11:59:13,4032x2268,4.3 mm,1/35,1.5,250
garfo,garfoA,garfoA30.jpg,18/04,18:41,0,azul,0,garfoA30.jpg,4.1 MB,SM-G9600,2021:04:18 18:39:56,4032x2268,4.3 mm,1/10,1.5,640
garfo,garfoA,garfoA31.jpg,18/04,18:45,0,branco,0,garfoA31.jpg,2.2 MB,SM-G9600,2021:04:18 18:44:26,4032x2268,4.3 mm,1/13,1.5,250
garfo,garfoA,garfoA32.jpg,18/04,18:45,0,branco,0,garfoA32.jpg,2.3 MB,SM-G9600,2021:04:18 18:44:28,4032x2268,4.3 mm,1/13,1.5,250
garfo,garfoA,garfoA33.jpg,18/04,18:45,0,branco,0,garfoA33.jpg,2.4 MB,SM-G9600,2021:04:18 18:44:29,4032x2268,4.3 mm,1/13,1.5,250
garfo,garfoA,garfoA34.jpg,18/04,18:49,0,preto,0,garfoA34.jpg,3.2 MB,SM-G9600,2021:04:18 18:48:22,4032x2268,4.3 mm,1/10,1.5,1250
garfo,garfoA,garfoA36.jpg,18/04,18:49,0,preto,0,garfoA35.jpg,3.1 MB,SM-G9600,2021:04:18 18:48:24,4032x2268,4.3 mm,1/10,1.5,1250
garfo,garfoA,garfoA36.jpg,18/04,18:49,0,preto,0,garfoA36.jpg,3.2 MB,SM-G9600,2021:04:18 18:48:26,4032x2268,4.3 mm,1/10,1.5,1250
garfo,garfoA,garfoA4.jpg,17/04,12:12,1,branco,1,garfoA4.jpg,2.5 MB,SM-G9600,2021:04:17 12:12:06,4032x2268,4.3 mm,1/60,2.4,250
garfo,garfoA,garfoA5.jpg,17/04,12:12,1,branco,1,garfoA5.jpg,2.7 MB,SM-G9600,2021:04:17 12:12:08,4032x2268,4.3 mm,1/60,2.4,250
garfo,garfoA,garfoA6.jpg,17/04,12:12,1,branco,1,garfoA6.jpg,2.6 MB,SM-G9600,2021:04:17 12:12:09,4032x2268,4.3 mm,1/60,2.4,250
garfo,garfoA,garfoA7.jpg,17/04,12:21,1,preto,1,garfoA7.jpg,3.3 MB,SM-G9600,2021:04:17 12:20:37,4032x2268,4.3 mm,1/31,1.5,250
garfo,garfoA,garfoA8.jpg,17/04,12:21,1,preto,1,garfoA8.jpg,3.6 MB,SM-G9600,2021:04:17 12:20:39,4032x2268,4.3 mm,1/31,1.5,250
garfo,garfoA,garfoA9.jpg,17/04,12:21,1,preto,1,garfoA9.jpg,3.5 MB,SM-G9600,2021:04:17 12:20:41,4032x2268,4.3 mm,1/33,1.5,250
garfo,garfoB,garfoB1.jpg,17/04,12:00,1,azul,1,garfoB1.jpg,4.2 MB,SM-G9600,2021:04:17 11:59:43,4032x2268,4.3 mm,1/32,1.5,250
garfo,garfoB,garfoB10.jpg,17/04,12:40,0,azul,1,garfoB10.jpg,5.9 MB,SM-G9600,2021:04:17 12:39:21,4032x2268,4.3 mm,1/326,2.4,50
garfo,garfoB,garfoB11.jpg,17/04,12:40,0,azul,1,garfoB11.jpg,5.9 MB,SM-G9600,2021:04:17 12:39:21,4032x2268,4.3 mm,1/326,2.4,50
garfo,garfoB,garfoB12.jpg,17/04,12:40,0,azul,1,garfoB12.jpg,5.9 MB,SM-G9600,2021:04:17 12:39:22,4032x2268,4.3 mm,1/326,2.4,50
garfo,garfoB,garfoB13.jpg,17/04,12:48,0,branco,1,garfoB13.jpg,3.5 MB,SM-G9600,2021:04:17 12:48:17,4032x2268,4.3 mm,1/1854,2.4,50
garfo,garfoB,garfoB14.jpg,17/04,12:48,0,branco,1,garfoB14.jpg,3.4 MB,SM-G9600,2021:04:17 12:48:17,4032x2268,4.3 mm,1/1854,2.4,50
garfo,garfoB,garfoB15.jpg,17/04,12:48,0,branco,1,garfoB15.jpg,3.5 MB,SM-G9600,2021:04:17 12:48:18,4032x2268,4.3 mm,1/1854,2.4,50
garfo,garfoB,garfoB16.jpg,17/04,12:57,0,preto,1,garfoB16.jpg,5.1 MB,SM-G9600,2021:04:17 12:56:21,4032x2268,4.3 mm,1/645,2.4,50
garfo,garfoB,garfoB17.jpg,17/04,12:57,0,preto,1,garfoB17.jpg,5.1 MB,SM-G9600,2021:04:17 12:56:22,4032x2268,4.3 mm,1/712,2.4,50
garfo,garfoB,garfoB18.jpg,17/04,12:57,0,preto,1,garfoB18.jpg,5.2 MB,SM-G9600,2021:04:17 12:56:22,4032x2268,4.3 mm,1/645,2.4,50
garfo,garfoB,garfoB19.jpg,18/04,18:09,1,azul,0,garfoB19.jpg,2.5 MB,SM-G9600,2021:04:18 18:09:03,4032x2268,4.3 mm,1/15,1.5,250
garfo,garfoB,garfoB2.jpg,17/04,12:00,1,azul,1,garfoB2.jpg,4.5 MB,SM-G9600,2021:04:17 11:59:46,4032x2268,4.3 mm,1/32,1.5,250
garfo,garfoB,garfoB20.jpg,18/04,18:09,1,azul,0,garfoB20.jpg,2.9 MB,SM-G9600,2021:04:18 18:09:05,4032x2268,4.3 mm,1/15,1.5,250
garfo,garfoB,garfoB21.jpg,18/04,18:09,1,azul,0,garfoB21.jpg,3.2 MB,SM-G9600,2021:04:18 18:09:08,4032x2268,4.3 mm,1/15,1.5,250
garfo,garfoB,garfoB22.jpg,18/04,18:19,1,branco,0,garfoB22.jpg,2.3 MB,SM-G9600,2021:04:18 18:19:02,4032x2268,4.3 mm,1/40,1.5,320
garfo,garfoB,garfoB23.jpg,18/04,18:19,1,branco,0,garfoB23.jpg,2.3 MB,SM-G9600,2021:04:18 18:19:04,4032x2268,4.3 mm,1/40,1.5,320
garfo,garfoB,garfoB24.jpg,18/04,18:19,1,branco,0,garfoB24.jpg,2.3 MB,SM-G9600,2021:04:18 18:19:05,4032x2268,4.3 mm,1/40,1.5,320
garfo,garfoB,garfoB25.jpg,18/04,18:25,1,preto,0,garfoB25.jpg,2.4 MB,SM-G9600,2021:04:18 18:24:52,4032x2268,4.3 mm,1/12,1.5,250
garfo,garfoB,garfoB26.jpg,18/04,18:25,1,preto,0,garfoB26.jpg,2.2 MB,SM-G9600,2021:04:18 18:24:54,4032x2268,4.3 mm,1/13,1.5,250
garfo,garfoB,garfoB27.jpg,18/04,18:25,1,preto,0,garfoB27.jpg,2.3 MB,SM-G9600,2021:04:18 18:24:56,4032x2268,4.3 mm,1/13,1.5,250
garfo,garfoB,garfoB28.jpg,18/04,18:41,0,azul,0,garfoB28.jpg,2.6 MB,SM-G9600,2021:04:18 18:40:09,4032x2268,4.3 mm,1/10,1.5,800
garfo,garfoB,garfoB29.jpg,18/04,18:41,0,azul,0,garfoB29.jpg,3.7 MB,SM-G9600,2021:04:18 18:40:11,4032x2268,4.3 mm,1/10,1.5,800
garfo,garfoB,garfoB3.jpg,17/04,12:00,1,azul,1,garfoB3.jpg,4.5 MB,SM-G9600,2021:04:17 11:59:44,4032x2268,4.3 mm,1/32,1.5,250
garfo,garfoB,garfoB30.jpg,18/04,18:41,0,azul,0,garfoB30.jpg,3.6 MB,SM-G9600,2021:04:18 18:40:13,4032x2268,4.3 mm,1/10,1.5,800
garfo,garfoB,garfoB31.jpg,18/04,18:45,0,branco,0,garfoB31.jpg,2.4 MB,SM-G9600,2021:04:18 18:44:39,4032x2268,4.3 mm,1/13,1.5,250
garfo,garfoB,garfoB32.jpg,18/04,18:45,0,branco,0,garfoB32.jpg,2.3 MB,SM-G9600,2021:04:18 18:44:41,4032x2268,4.3 mm,1/13,1.5,250
garfo,garfoB,garfoB33.jpg,18/04,18:45,0,branco,0,garfoB33.jpg,2.4 MB,SM-G9600,2021:04:18 18:44:42,4032x2268,4.3 mm,1/13,1.5,250
garfo,garfoB,garfoB34.jpg,18/04,18:49,0,preto,0,garfoB34.jpg,2.8 MB,SM-G9600,2021:04:18 18:48:37,4032x2268,4.3 mm,1/8,1.5,1250
garfo,garfoB,garfoB36.jpg,18/04,18:49,0,preto,0,garfoB35.jpg,2.8 MB,SM-G9600,2021:04:18 18:48:39,4032x2268,4.3 mm,1/8,1.5,1250
garfo,garfoB,garfoB36.jpg,18/04,18:49,0,preto,0,garfoB36.jpg,2.7 MB,SM-G9600,2021:04:18 18:48:42,4032x2268,4.3 mm,1/8,1.5,1250
garfo,garfoB,garfoB4.jpg,17/04,12:12,1,branco,1,garfoB4.jpg,2.7 MB,SM-G9600,2021:04:17 12:12:23,4032x2268,4.3 mm,1/60,2.4,250
garfo,garfoB,garfoB5.jpg,17/04,12:12,1,branco,1,garfoB5.jpg,2.7 MB,SM-G9600,2021:04:17 12:12:24,4032x2268,4.3 mm,1/60,2.4,250
garfo,garfoB,garfoB6.jpg,17/04,12:12,1,branco,1,garfoB6.jpg,2.7 MB,SM-G9600,2021:04:17 12:12:24,4032x2268,4.3 mm,1/60,2.4,250
garfo,garfoB,garfoB7.jpg,17/04,12:21,1,preto,1,garfoB7.jpg,3.2 MB,SM-G9600,2021:04:17 12:20:49,4032x2268,4.3 mm,1/34,1.5,250
garfo,garfoB,garfoB8.jpg,17/04,12:21,1,preto,1,garfoB8.jpg,2.8 MB,SM-G9600,2021:04:17 12:20:51,4032x2268,4.3 mm,1/34,1.5,250
garfo,garfoB,garfoB9.jpg,17/04,12:21,1,preto,1,garfoB9.jpg,3.5 MB,SM-G9600,2021:04:17 12:20:53,4032x2268,4.3 mm,1/31,1.5,250
garfo,garfoC,garfoC1.jpg,17/04,12:00,1,azul,1,garfoC1.jpg,4.9 MB,SM-G9600,2021:04:17 12:00:05,4032x2268,4.3 mm,1/30,1.5,250
garfo,garfoC,garfoC10.jpg,17/04,12:40,0,azul,1,garfoC10.jpg,6.2 MB,SM-G9600,2021:04:17 12:39:31,4032x2268,4.3 mm,1/309,2.4,50
garfo,garfoC,garfoC11.jpg,17/04,12:40,0,azul,1,garfoC11.jpg,6.2 MB,SM-G9600,2021:04:17 12:39:32,4032x2268,4.3 mm,1/309,2.4,50
garfo,garfoC,garfoC12.jpg,17/04,12:40,0,azul,1,garfoC12.jpg,6.2 MB,SM-G9600,2021:04:17 12:39:32,4032x2268,4.3 mm,1/309,2.4,50
garfo,garfoC,garfoC13.jpg,17/04,12:48,0,branco,1,garfoC13.jpg,3.7 MB,SM-G9600,2021:04:17 12:48:26,4032x2268,4.3 mm,1/1478,2.4,50
garfo,garfoC,garfoC14.jpg,17/04,12:48,0,branco,1,garfoC14.jpg,3.4 MB,SM-G9600,2021:04:17 12:48:26,4032x2268,4.3 mm,1/1478,2.4,50
